no,user,time,login,getPlaceType,getPlaces,getReviews
2,User-2,Thu Jun 27 14:28:35 2013,0.14469631721940557,0.8532860972447303,0.63396876430479,10.554917738192605
1,User-1,Thu Jun 27 14:28:35 2013,0.14227087568274296,0.8003906450560838,0.5742612491240859,10.662611247424685
8,User-8,Thu Jun 27 14:28:35 2013,0.15577785153896942,0.9365458501736641,0.5191985195694948,12.565067856680558
4,User-4,Thu Jun 27 14:28:35 2013,0.1434315297275681,0.9108849101234342,0.5823229134802916,12.568698064347238
9,User-9,Thu Jun 27 14:28:35 2013,0.18293354044318905,1.0335967764912957,0.4876995981461354,12.529958252611832
5,User-5,Thu Jun 27 14:28:35 2013,0.16357050449039334,0.9951917827139926,0.5105062693397144,12.561363887822244
10,User-10,Thu Jun 27 14:28:35 2013,0.5772869042789446,0.8383118521941424,0.4273238933471022,12.861811300069927
7,User-7,Thu Jun 27 14:28:35 2013,0.2013022466068044,1.1201251626181172,0.464568956228518,12.968885070662498
3,User-3,Thu Jun 27 14:28:35 2013,0.2118594979466186,1.171187432249984,0.462067584053409,12.923518322063057
6,User-6,Thu Jun 27 14:28:35 2013,0.19193602156719392,1.0828540663749484,0.492690772113352,13.00516689915905
